,single_q,double_q,dashes,braces,spaces,badwords,class,Cluster
1007,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1008,,,,,,,,Cluster 0
1009,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1010,,,,,,,,Cluster 0
1011,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1012,,,,,,,,Cluster 0
1013,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1014,,,,,,,,Cluster 0
1015,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1016,,,,,,,,Cluster 0
1017,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1018,,,,,,,,Cluster 0
1019,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1020,,,,,,,,Cluster 0
1021,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1022,,,,,,,,Cluster 0
1023,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1024,,,,,,,,Cluster 0
1025,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1026,,,,,,,,Cluster 0
1027,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1028,,,,,,,,Cluster 0
1029,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1030,,,,,,,,Cluster 0
1031,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1032,,,,,,,,Cluster 0
1033,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1034,,,,,,,,Cluster 0
1035,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1036,,,,,,,,Cluster 0
1037,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1038,,,,,,,,Cluster 0
1039,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1040,,,,,,,,Cluster 0
1041,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1042,,,,,,,,Cluster 0
1043,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1044,,,,,,,,Cluster 0
1045,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1046,,,,,,,,Cluster 0
1047,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1048,,,,,,,,Cluster 0
1049,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1050,,,,,,,,Cluster 0
1051,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1052,,,,,,,,Cluster 0
1053,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1054,,,,,,,,Cluster 0
1055,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1056,,,,,,,,Cluster 0
1057,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1058,,,,,,,,Cluster 0
1059,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1060,,,,,,,,Cluster 0
1061,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1062,,,,,,,,Cluster 0
1063,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1064,,,,,,,,Cluster 0
1065,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1066,,,,,,,,Cluster 0
1067,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1068,,,,,,,,Cluster 0
1069,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1070,,,,,,,,Cluster 0
1071,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1072,,,,,,,,Cluster 0
1073,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1074,,,,,,,,Cluster 0
1075,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1076,,,,,,,,Cluster 0
1077,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1078,,,,,,,,Cluster 0
1079,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1080,,,,,,,,Cluster 0
1081,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1082,,,,,,,,Cluster 0
1083,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1084,,,,,,,,Cluster 0
1085,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1086,,,,,,,,Cluster 0
1087,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1088,,,,,,,,Cluster 0
1089,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1090,,,,,,,,Cluster 0
1091,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1092,,,,,,,,Cluster 0
1093,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1094,,,,,,,,Cluster 0
1095,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1096,,,,,,,,Cluster 0
1097,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1098,,,,,,,,Cluster 0
1099,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1100,,,,,,,,Cluster 0
1101,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1102,,,,,,,,Cluster 0
1103,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1104,,,,,,,,Cluster 0
1105,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1106,,,,,,,,Cluster 0
1107,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1108,,,,,,,,Cluster 0
1109,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1110,,,,,,,,Cluster 0
1111,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1112,,,,,,,,Cluster 0
1113,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1114,,,,,,,,Cluster 0
1115,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1116,,,,,,,,Cluster 0
1117,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1118,,,,,,,,Cluster 0
1119,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1120,,,,,,,,Cluster 0
1121,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1122,,,,,,,,Cluster 0
1123,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1124,,,,,,,,Cluster 0
1125,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1126,,,,,,,,Cluster 0
1127,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1128,,,,,,,,Cluster 0
1129,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1130,,,,,,,,Cluster 0
1131,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1132,,,,,,,,Cluster 0
1133,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1134,,,,,,,,Cluster 0
1135,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1136,,,,,,,,Cluster 0
1137,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1138,,,,,,,,Cluster 0
1139,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1140,,,,,,,,Cluster 0
1141,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1142,,,,,,,,Cluster 0
1143,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1144,,,,,,,,Cluster 0
1145,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1146,,,,,,,,Cluster 0
1147,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1148,,,,,,,,Cluster 0
1149,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1150,,,,,,,,Cluster 0
1151,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1152,,,,,,,,Cluster 0
1153,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1154,,,,,,,,Cluster 0
1155,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1156,,,,,,,,Cluster 0
1157,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1158,,,,,,,,Cluster 0
1159,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1160,,,,,,,,Cluster 0
1161,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1162,,,,,,,,Cluster 0
1163,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1164,,,,,,,,Cluster 0
1165,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1166,,,,,,,,Cluster 0
1167,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1168,,,,,,,,Cluster 0
1169,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1170,,,,,,,,Cluster 0
1171,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1172,,,,,,,,Cluster 0
1173,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1174,,,,,,,,Cluster 0
1175,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1176,,,,,,,,Cluster 0
1177,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1178,,,,,,,,Cluster 0
1179,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1180,,,,,,,,Cluster 0
1181,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1182,,,,,,,,Cluster 0
1183,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1184,,,,,,,,Cluster 0
1185,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1186,,,,,,,,Cluster 0
1187,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1188,,,,,,,,Cluster 0
1189,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1190,,,,,,,,Cluster 0
1191,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1192,,,,,,,,Cluster 0
1193,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1194,,,,,,,,Cluster 0
1195,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1196,,,,,,,,Cluster 0
1197,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1198,,,,,,,,Cluster 0
1199,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1200,,,,,,,,Cluster 0
1201,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1202,,,,,,,,Cluster 0
1203,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1204,,,,,,,,Cluster 0
1205,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1206,,,,,,,,Cluster 0
1207,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1208,,,,,,,,Cluster 0
1209,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1210,,,,,,,,Cluster 0
1211,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1212,,,,,,,,Cluster 0
1213,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1214,,,,,,,,Cluster 0
1215,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1216,,,,,,,,Cluster 0
1217,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1218,,,,,,,,Cluster 0
1219,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1220,,,,,,,,Cluster 0
1221,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1222,,,,,,,,Cluster 0
1223,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1224,,,,,,,,Cluster 0
1225,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1226,,,,,,,,Cluster 0
1227,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1228,,,,,,,,Cluster 0
1229,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1230,,,,,,,,Cluster 0
1231,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1232,,,,,,,,Cluster 0
1233,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1234,,,,,,,,Cluster 0
1235,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1236,,,,,,,,Cluster 0
1237,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1238,,,,,,,,Cluster 0
1239,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1240,,,,,,,,Cluster 0
1241,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1242,,,,,,,,Cluster 0
1243,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1244,,,,,,,,Cluster 0
1245,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1246,,,,,,,,Cluster 0
1247,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1248,,,,,,,,Cluster 0
1249,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1250,,,,,,,,Cluster 0
1251,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1252,,,,,,,,Cluster 0
1253,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1254,,,,,,,,Cluster 0
1255,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1256,,,,,,,,Cluster 0
1257,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1258,,,,,,,,Cluster 0
1259,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1260,,,,,,,,Cluster 0
1261,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1262,,,,,,,,Cluster 0
1263,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1264,,,,,,,,Cluster 0
1265,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1266,,,,,,,,Cluster 0
1267,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1268,,,,,,,,Cluster 0
1269,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1270,,,,,,,,Cluster 0
1271,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1272,,,,,,,,Cluster 0
1273,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1274,,,,,,,,Cluster 0
1275,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1276,,,,,,,,Cluster 0
1277,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1278,,,,,,,,Cluster 0
1279,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1280,,,,,,,,Cluster 0
1281,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1282,,,,,,,,Cluster 0
1283,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1284,,,,,,,,Cluster 0
1285,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1286,,,,,,,,Cluster 0
1287,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1288,,,,,,,,Cluster 0
1289,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1290,,,,,,,,Cluster 0
1291,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1292,,,,,,,,Cluster 0
1293,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1294,,,,,,,,Cluster 0
1295,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1296,,,,,,,,Cluster 0
1297,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1298,,,,,,,,Cluster 0
1299,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1300,,,,,,,,Cluster 0
1301,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1302,,,,,,,,Cluster 0
1303,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1304,,,,,,,,Cluster 0
1305,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1306,,,,,,,,Cluster 0
1307,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1308,,,,,,,,Cluster 0
1309,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1310,,,,,,,,Cluster 0
1311,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1312,,,,,,,,Cluster 0
1313,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1314,,,,,,,,Cluster 0
1315,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1316,,,,,,,,Cluster 0
1317,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1318,,,,,,,,Cluster 0
1319,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1320,,,,,,,,Cluster 0
1321,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1322,,,,,,,,Cluster 0
1323,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1324,,,,,,,,Cluster 0
1325,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1326,,,,,,,,Cluster 0
1327,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1328,,,,,,,,Cluster 0
1329,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1330,,,,,,,,Cluster 0
1331,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1332,,,,,,,,Cluster 0
1333,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1334,,,,,,,,Cluster 0
1335,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1336,,,,,,,,Cluster 0
1337,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1338,,,,,,,,Cluster 0
1339,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1340,,,,,,,,Cluster 0
1341,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1342,,,,,,,,Cluster 0
1343,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1344,,,,,,,,Cluster 0
1345,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1346,,,,,,,,Cluster 0
1347,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1348,,,,,,,,Cluster 0
1349,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1350,,,,,,,,Cluster 0
1351,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1352,,,,,,,,Cluster 0
1353,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1354,,,,,,,,Cluster 0
1355,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1356,,,,,,,,Cluster 0
1357,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1358,,,,,,,,Cluster 0
1359,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1360,,,,,,,,Cluster 0
1361,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1362,,,,,,,,Cluster 0
1363,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1364,,,,,,,,Cluster 0
1365,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1366,,,,,,,,Cluster 0
1367,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1368,,,,,,,,Cluster 0
1369,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1370,,,,,,,,Cluster 0
1371,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1372,,,,,,,,Cluster 0
1373,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1374,,,,,,,,Cluster 0
1375,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1376,,,,,,,,Cluster 0
1377,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1378,,,,,,,,Cluster 0
1379,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1380,,,,,,,,Cluster 0
1381,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1382,,,,,,,,Cluster 0
1383,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1384,,,,,,,,Cluster 0
1385,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1386,,,,,,,,Cluster 0
1387,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1388,,,,,,,,Cluster 0
1389,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1390,,,,,,,,Cluster 0
1391,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1392,,,,,,,,Cluster 0
1393,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1394,,,,,,,,Cluster 0
1395,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1396,,,,,,,,Cluster 0
1397,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1398,,,,,,,,Cluster 0
1399,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1400,,,,,,,,Cluster 0
1401,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1402,,,,,,,,Cluster 0
1403,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1404,,,,,,,,Cluster 0
1405,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1406,,,,,,,,Cluster 0
1407,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1408,,,,,,,,Cluster 0
1409,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1410,,,,,,,,Cluster 0
1411,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1412,,,,,,,,Cluster 0
1413,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1414,,,,,,,,Cluster 0
1415,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1416,,,,,,,,Cluster 0
1417,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1418,,,,,,,,Cluster 0
1419,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1420,,,,,,,,Cluster 0
1421,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1422,,,,,,,,Cluster 0
1423,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1424,,,,,,,,Cluster 0
1425,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1426,,,,,,,,Cluster 0
1427,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1428,,,,,,,,Cluster 0
1429,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1430,,,,,,,,Cluster 0
1431,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1432,,,,,,,,Cluster 0
1433,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1434,,,,,,,,Cluster 0
1435,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1436,,,,,,,,Cluster 0
1437,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1438,,,,,,,,Cluster 0
1439,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1440,,,,,,,,Cluster 0
1441,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1442,,,,,,,,Cluster 0
1443,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1444,,,,,,,,Cluster 0
1445,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1446,,,,,,,,Cluster 0
1447,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1448,,,,,,,,Cluster 0
1449,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1450,,,,,,,,Cluster 0
1451,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1452,,,,,,,,Cluster 0
1453,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1454,,,,,,,,Cluster 0
1455,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1456,,,,,,,,Cluster 0
1457,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1458,,,,,,,,Cluster 0
1459,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1460,,,,,,,,Cluster 0
1461,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1462,,,,,,,,Cluster 0
1463,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1464,,,,,,,,Cluster 0
1465,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1466,,,,,,,,Cluster 0
1467,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1468,,,,,,,,Cluster 0
1469,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1470,,,,,,,,Cluster 0
1471,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1472,,,,,,,,Cluster 0
1473,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1474,,,,,,,,Cluster 0
1475,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1476,,,,,,,,Cluster 0
1477,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1478,,,,,,,,Cluster 0
1479,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1480,,,,,,,,Cluster 0
1481,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1482,,,,,,,,Cluster 0
1483,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1484,,,,,,,,Cluster 0
1485,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1486,,,,,,,,Cluster 0
1487,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1488,,,,,,,,Cluster 0
1489,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
1490,,,,,,,,Cluster 0
1491,0.0,0.0,0.0,0.0,0.0,0.0,good,Cluster 0
